property_id,households,buildings,building_age,min_area,max_area,floor_area_ratio,sale_price_min,sale_price_max,jeonse_price_min,jeonse_price_max,price_per_pyeong,sale_transactions,jeonse_transactions,total_transactions,jeonse_ratio,gap,sale_price_range_ratio,price_deviation_ratio,transactions_per_household,has_sale_price,has_jeonse_price,has_transactions,abnormal_jeonse_low,abnormal_jeonse_high,abnormal_price_dev,low_gap_flag,no_transaction_flag,excessive_price_range,fraud_score,is_suspicious,risk_level
122670,4,1,22,228.44,228.44,149,350000,350000,230000,230000,5065,2,2,4,65.7,120000,0.0,-0.17750890173446854,1.0,1,1,1,0,0,0,1,0,0,3,0,0
3,548,6,40,102.47,175.38,174,289000,450000,67500,85000,9323,25,17,56,23.4,221500,0.5570934256055363,0.513935737241767,0.10218978102189781,1,1,1,1,0,1,1,0,0,18,1,2
26540,15,1,18,184.74,275.45,298,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
110393,16,1,32,139.29,139.29,208,400000,400000,0,0,9493,1,0,9,0.0,0,0.0,0.5415415589012221,0.5625,1,0,1,0,0,1,0,0,0,7,0,0
114923,19,1,29,203.03,242.42,237,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
708,224,2,48,113.96,113.96,170,600000,700000,80000,120000,17405,42,32,83,13.3,520000,0.16666666666666666,1.8263489763695115,0.3705357142857143,1,1,1,1,0,1,1,0,0,18,1,2
712,960,13,49,141.74,213.46,224,700000,1650000,100000,250000,16326,247,133,394,14.3,600000,1.3571428571428572,1.6511332024250873,0.41041666666666665,1,1,1,1,0,1,1,0,0,18,1,2
135102,28,1,5,65.85,67.98,199,115000,180000,110000,110000,5773,19,1,34,95.7,5000,0.5652173913043478,-0.06253877388214943,1.2142857142857142,1,1,1,0,1,0,1,0,0,8,0,0
705,432,4,49,108.88,108.88,225,530000,620000,79500,95000,16092,86,25,137,15.0,450500,0.16981132075471697,1.6131346008467784,0.31712962962962965,1,1,1,1,0,1,1,0,0,18,1,2
24387,39,1,21,67.68,86.38,279,76000,140000,50000,50000,3712,4,4,28,65.8,26000,0.8421052631578947,-0.39721876470648515,0.717948717948718,1,1,1,0,0,0,1,0,0,3,0,0
499,343,4,46,108.27,168.46,192,500000,850000,75000,180000,15266,31,26,90,15.0,425000,0.7,1.4790027850190728,0.26239067055393583,1,1,1,1,0,1,1,0,0,18,1,2
113714,12,1,17,292.02,357.49,199,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
22990,13,1,21,99.95,102.68,249,120000,170000,65000,65000,3969,2,1,3,54.2,55000,0.4166666666666667,-0.35548525784483825,0.23076923076923078,1,1,1,0,0,0,1,0,0,3,0,0
27498,56,1,46,269.57,282.65,240,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
826,139,1,27,73.95,122.1,308,125000,190000,65000,95000,5588,8,14,23,52.0,60000,0.52,-0.09258040333508592,0.16546762589928057,1,1,1,0,0,0,1,0,0,3,0,0
104787,15,1,19,70.35,83.32,199,0,0,0,0,0,0,0,11,0.0,0,0.0,0.0,0.7333333333333333,0,0,1,0,0,0,0,0,0,0,0,0
12990,126,19,45,147.01,213.88,0,500000,750000,170000,170000,11243,7,1,14,34.0,330000,0.5,0.8257191348073781,0.1111111111111111,1,1,1,0,0,1,1,0,0,10,1,1
514,766,10,43,96.49,164.59,0,600000,900000,80000,170000,20556,185,129,369,13.3,520000,0.5,2.3380310001868243,0.48172323759791125,1,1,1,1,0,1,1,0,0,18,1,2
494,936,10,48,65.45,121.76,211,390000,700000,40950,120000,19698,116,159,316,10.5,349050,0.7948717948717948,2.1987027943996917,0.33760683760683763,1,1,1,1,0,1,1,0,0,18,1,2
119989,20,1,14,19.33,26.14,191,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
104784,19,1,31,204.09,274.11,249,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
108042,14,1,24,271.08,271.22,265,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
106952,19,1,21,113.03,189.64,283,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
9428,86,2,21,234.38,270.55,297,650000,800000,600000,600000,9168,10,1,11,92.3,50000,0.23076923076923078,0.48876572337579316,0.12790697674418605,1,1,1,0,1,0,1,0,0,8,0,0
101387,14,1,20,146.53,146.53,248,250000,250000,0,0,5640,7,0,8,0.0,0,0.0,-0.08413626965101728,0.5714285714285714,1,0,1,0,0,0,0,0,0,0,0,0
496,296,5,47,160.57,286.35,143,720000,1600000,130000,180000,14823,82,40,124,18.1,590000,1.2222222222222223,1.4070652615182573,0.4189189189189189,1,1,1,1,0,1,1,0,0,18,1,2
9921,130,2,24,85.08,144.14,293,155000,270000,124900,125000,6023,24,2,33,80.6,30100,0.7419354838709677,-0.021941977324127147,0.25384615384615383,1,1,1,0,0,0,1,0,0,3,0,0
17768,17,1,20,197.77,197.77,294,290000,290000,0,0,4847,1,0,1,0.0,0,0.0,-0.21290930833306396,0.058823529411764705,1,0,1,0,0,0,0,0,0,0,0,0
11031,55,1,29,77.96,106.65,195,170000,240000,95000,95000,7209,2,4,6,55.9,75000,0.4117647058823529,0.17064922554713055,0.10909090909090909,1,1,1,0,0,0,1,0,0,3,0,0
724,1288,15,47,156.13,212.93,210,719000,1300000,140000,300000,15224,357,63,423,19.5,579000,0.808066759388039,1.4721825231973251,0.328416149068323,1,1,1,1,0,1,1,0,0,18,1,2
500,227,2,45,115.1,168.7,0,590000,800000,69500,100000,16945,37,8,48,11.8,520500,0.3559322033898305,1.7516508707027505,0.21145374449339208,1,1,1,1,0,1,1,0,0,18,1,2
16452,19,1,23,88.33,195.48,296,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
114030,18,1,30,183.75,239.63,249,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
501,239,2,44,114.55,151.04,320,540000,750000,85000,120000,15584,46,26,73,15.7,455000,0.3888888888888889,1.5306419102408773,0.3054393305439331,1,1,1,1,0,1,1,0,0,18,1,2
495,170,6,48,140.26,140.7,124,750000,850000,139000,150000,17677,52,14,66,18.5,611000,0.13333333333333333,1.8705182910246398,0.38823529411764707,1,1,1,1,0,1,1,0,0,18,1,2
497,312,5,47,127.07,176.43,198,627000,850000,90000,160000,16312,29,13,68,14.4,537000,0.35566188197767146,1.648859781817838,0.21794871794871795,1,1,1,1,0,1,1,0,0,18,1,2
498,286,4,47,85.52,226.56,187,560000,1150000,74500,250000,21647,43,21,94,13.3,485500,1.0535714285714286,2.515195420366034,0.32867132867132864,1,1,1,1,0,1,1,0,0,18,1,2
141238,5,1,22,183.2,252.08,203,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
107189,19,1,27,209.6,209.6,251,1000000,1000000,0,0,15772,4,0,4,0.0,0,0.0,1.56117070125251,0.21052631578947367,1,0,1,0,0,1,0,0,0,7,0,0
19615,27,1,21,127.36,127.36,249,280000,280000,0,0,7268,1,0,1,0.0,0,0.0,0.18023006953482382,0.037037037037037035,1,0,1,0,0,0,0,0,0,0,0,0
107486,19,1,23,267.14,267.14,379,700000,800000,0,0,8662,6,0,6,0.0,0,0.14285714285714285,0.40659780714235605,0.3157894736842105,1,0,1,0,0,0,0,0,0,0,0,0
19107,18,1,21,84.01,118.1,280,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
502,90,1,41,208.37,224.21,195,890000,1100000,260000,300000,14120,8,7,21,29.2,630000,0.23595505617977527,1.2929070695970986,0.23333333333333334,1,1,1,1,0,1,1,0,0,18,1,2
106272,16,1,23,278.58,278.58,268,0,0,0,0,0,0,0,1,0.0,0,0.0,0.0,0.0625,0,0,1,0,0,0,0,0,0,0,0,0
8617,515,5,45,115.26,177.73,173,600000,850000,75000,160000,17209,139,40,200,12.5,525000,0.4166666666666667,1.794521087868022,0.3883495145631068,1,1,1,1,0,1,1,0,0,18,1,2
103578,912,16,13,80.26,113.85,174,160000,250000,73000,75000,6590,31,3,38,45.6,87000,0.5625,0.07013155726946739,0.041666666666666664,1,1,1,0,0,0,1,0,0,3,0,0
102670,363,7,14,118.44,118.44,160,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
103252,546,15,14,108.54,145.53,169,145000,205000,75000,75000,4416,49,2,56,51.7,70000,0.41379310344827586,-0.2828981855990944,0.10256410256410256,1,1,1,0,0,0,1,0,0,3,0,0
102668,395,6,14,86.88,86.88,198,124000,124000,68000,68000,4718,2,1,3,54.8,56000,0.0,-0.23385725535700347,0.007594936708860759,1,1,1,0,0,0,1,0,0,3,0,0
140578,96,12,12,81.41,81.62,99,117000,130000,0,0,4751,14,0,14,0.0,0,0.1111111111111111,-0.22849847821134453,0.14583333333333334,1,0,1,0,0,0,0,0,0,0,0,0
102669,410,7,14,115.82,116.72,192,150000,160000,0,0,4281,9,0,10,0.0,0,0.06666666666666667,-0.30482045574042643,0.024390243902439025,1,0,1,0,0,0,0,0,0,0,0,0
105735,1339,5,10,73.91,120.05,177,106000,150000,62000,80000,4741,79,7,95,58.5,44000,0.41509433962264153,-0.2301223500736654,0.07094846900672143,1,1,1,0,0,0,1,0,0,3,0,0
103602,809,12,12,81.83,115.97,173,135000,250000,75000,81000,5454,84,2,88,55.6,60000,0.8518518518518519,-0.11434028629018586,0.10877626699629171,1,1,1,0,0,0,1,0,0,3,0,0
106166,402,13,11,102.4,117.53,182,95000,145000,75000,75000,3067,77,5,82,78.9,20000,0.5263157894736842,-0.5019584998261827,0.20398009950248755,1,1,1,0,0,1,1,0,0,10,1,1
109022,199,11,9,114.4,150.92,99,250000,350000,145000,145000,7224,39,6,51,58.0,105000,0.4,0.1730850333406119,0.2562814070351759,1,1,1,0,0,0,1,0,0,3,0,0
113680,716,10,11,81.53,115.52,150,168000,250000,95000,95000,6812,38,4,58,56.5,73000,0.4880952380952381,0.10618151261299118,0.08100558659217877,1,1,1,0,0,0,1,0,0,3,0,0
104967,1020,20,11,118.8,131.25,159,190000,230000,105000,135000,5287,122,10,138,55.3,85000,0.21052631578947367,-0.14145894639094475,0.13529411764705881,1,1,1,0,0,0,1,0,0,3,0,0
128341,4,1,13,135.91,184.03,176,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
23813,19,1,20,176.36,176.36,245,0,0,0,0,0,0,0,2,0.0,0,0.0,0.0,0.10526315789473684,0,0,1,0,0,0,0,0,0,0,0,0
119278,18,1,8,63.16,137.14,227,114000,114000,50000,80000,5967,1,4,9,43.9,64000,0.0,-0.03103565975312414,0.5,1,1,1,0,0,0,1,0,0,3,0,0
10321,196,4,21,124.43,213.46,282,270000,420000,120000,150000,7173,71,6,86,44.4,150000,0.5555555555555556,0.16480328684277534,0.4387755102040816,1,1,1,0,0,0,1,0,0,3,0,0
119193,8,1,8,40.64,57.87,192,75000,85000,65000,70000,6101,3,4,9,86.7,10000,0.13333333333333333,-0.009275776798024195,1.125,1,1,1,0,0,0,1,0,0,3,0,0
182457,28,1,0,62.25,79.59,470,128100,183690,68000,110000,6803,15,10,27,53.1,60100,0.4339578454332553,0.10472002793690238,0.9642857142857143,1,1,1,0,0,0,1,0,0,3,0,0
100285,255,3,41,110.92,221.01,179,319000,850000,73000,200000,9507,20,15,36,22.9,246000,1.664576802507837,0.5438149795084714,0.1411764705882353,1,1,1,1,0,1,1,0,1,23,1,2
980,391,8,26,81.95,132.18,271,290000,330000,72500,130000,11698,13,47,64,25.0,217500,0.13793103448275862,0.8996053045429787,0.1636828644501279,1,1,1,1,0,1,1,0,0,18,1,2
12826,449,3,21,182.87,292.48,296,699000,1500000,309000,750000,12636,126,42,200,44.2,390000,1.145922746781116,1.0519244852286782,0.44543429844098,1,1,1,0,0,1,1,0,0,10,1,1
112472,114,5,8,114.36,251.51,193,309000,650000,150000,390000,8932,75,37,147,48.5,159000,1.103559870550162,0.45044234742502015,1.2894736842105263,1,1,1,0,0,0,1,0,0,3,0,0
3064,158,1,28,108.15,112.37,314,229500,260000,88500,100000,7015,15,12,38,38.6,141000,0.1328976034858388,0.13914611141810526,0.24050632911392406,1,1,1,0,0,0,1,0,0,3,0,0
13418,15,1,29,144.04,201.03,313,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
119798,10,1,8,66.2,68.24,199,95000,95000,0,0,4744,2,0,2,0.0,0,0.0,-0.22963518851496914,0.2,1,0,1,0,0,0,0,0,0,0,0,0
102257,38,2,15,260.18,272.28,298,950000,950000,520000,520000,12071,1,1,2,54.7,430000,0.0,0.9601757250075479,0.05263157894736842,1,1,1,0,0,1,1,0,0,10,1,1
8478,106,1,28,103.81,103.81,285,280000,350000,64500,70000,8917,21,26,58,23.0,215500,0.25,0.4480065396315388,0.5471698113207547,1,1,1,1,0,0,1,0,0,11,1,1
116894,12,1,6,49.5,49.5,519,95000,95000,70000,70000,6344,2,1,18,73.7,25000,0.0,0.030184309456373463,1.5,1,1,1,0,0,0,1,0,0,3,0,0
13609,48,1,22,100.73,100.73,364,180000,190000,75000,80000,5907,7,8,20,41.7,105000,0.05555555555555555,-0.040778890927049484,0.4166666666666667,1,1,1,0,0,0,1,0,0,3,0,0
565,167,3,33,104.76,104.76,261,319000,350000,69500,95000,10066,12,31,53,21.8,249500,0.09717868338557993,0.6345894166122092,0.31736526946107785,1,1,1,1,0,1,1,0,0,18,1,2
104370,12,1,14,55.78,55.82,166,120000,120000,0,0,7112,4,0,5,0.0,0,0.0,0.1548976684826179,0.4166666666666667,1,0,1,0,0,0,0,0,0,0,0,0
143377,63,1,4,49.5,68.76,470,0,0,85000,85000,0,0,1,54,0.0,0,0.0,0.0,0.8571428571428571,0,1,1,0,0,0,0,0,0,0,0,0
176758,419,4,0,116.06,208.81,0,548000,1200000,160000,500000,15609,72,210,440,29.2,388000,1.1897810218978102,1.5347015898966794,1.0501193317422435,1,1,1,1,0,1,1,0,0,18,1,2
1081,708,5,14,70.8,120.58,266,269000,650000,78500,230000,12560,150,197,528,29.2,190500,1.41635687732342,1.0395830590750395,0.7457627118644068,1,1,1,1,0,1,1,0,0,18,1,2
115805,6,1,8,266.27,266.27,199,755000,755000,620000,620000,9373,2,1,3,82.1,135000,0.0,0.5220550965533715,0.5,1,1,1,0,0,1,1,0,0,10,1,1
101483,19,1,25,173.52,173.52,227,229000,235000,0,0,4363,2,0,2,0.0,0,0.026200873362445413,-0.29150470646939514,0.10526315789473684,1,0,1,0,0,0,0,0,0,0,0,0
178197,15,1,0,185.85,185.85,604,910000,910000,600000,690000,16187,1,6,7,65.9,310000,0.0,1.6285613835388268,0.4666666666666667,1,1,1,0,0,1,1,0,0,10,1,1
117425,88,1,7,26.86,60.22,358,31000,80000,25000,29750,3815,43,13,59,80.6,6000,1.5806451612903225,-0.38049288452457997,0.6704545454545454,1,1,1,0,0,0,1,0,1,8,0,0
981,184,1,26,73.64,148.99,264,150000,263000,117000,127000,6734,18,5,25,78.0,33000,0.7533333333333333,0.09351531208688822,0.1358695652173913,1,1,1,0,0,0,1,0,0,3,0,0
1005,177,1,11,136.11,136.11,370,329000,450000,139000,170000,7991,43,61,149,42.2,190000,0.3677811550151976,0.2976360051806243,0.8418079096045198,1,1,1,0,0,0,1,0,0,3,0,0
16549,16,2,27,172.05,197.39,0,300000,390000,0,0,5764,10,0,10,0.0,0,0.3,-0.06400025855823824,0.625,1,0,1,0,0,0,0,0,0,0,0,0
102276,10,1,19,89.66,89.66,246,198000,198000,120000,120000,7300,8,1,9,60.6,78000,0.0,0.18542645949425068,0.9,1,1,1,0,0,0,1,0,0,3,0,0
24703,11,1,19,174.5,174.5,249,0,0,0,0,0,0,0,2,0.0,0,0.0,0.0,0.18181818181818182,0,0,1,0,0,0,0,0,0,0,0,0
108358,18,1,26,264.25,266.66,333,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
106342,10,1,21,71.28,93.49,297,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
1092,96,2,42,103.32,172.47,174,300000,300000,84000,150000,9599,3,7,10,28.0,216000,0.0,0.5587546006418236,0.10416666666666667,1,1,1,1,0,1,1,0,0,18,1,2
103038,33,2,15,133.03,189.23,0,360000,430000,150000,200000,8946,19,41,115,41.7,210000,0.19444444444444445,0.4527157680322694,3.484848484848485,1,1,1,0,0,0,1,0,0,3,0,0
733,375,4,41,109.31,180.67,178,320000,550000,79500,95000,9678,6,11,28,24.8,240500,0.71875,0.5715831883541587,0.07466666666666667,1,1,1,1,0,1,1,0,0,18,1,2
17713,92,2,19,204.84,290.11,225,549000,900000,299000,550000,8860,63,32,116,54.5,250000,0.639344262295082,0.43875047001630973,1.2608695652173914,1,1,1,0,0,0,1,0,0,3,0,0
15224,12,1,22,244.85,276.67,299,660000,1000000,350000,350000,8911,15,2,34,53.0,310000,0.5151515151515151,0.44703221651414626,2.8333333333333335,1,1,1,0,0,0,1,0,0,3,0,0
182057,1261,9,0,82.01,201.76,0,579000,1500000,105000,580000,23339,274,1523,3264,18.1,474000,1.5906735751295338,2.7899545394707284,2.5884218873909597,1,1,1,1,0,1,1,0,1,23,1,2
15225,17,1,22,155.89,155.89,241,260000,260000,0,0,5514,9,0,9,0.0,0,0.0,-0.10459705511626052,0.5294117647058824,1,0,1,0,0,0,0,0,0,0,0,0
27275,19,1,21,95.39,95.39,322,0,0,60000,60000,0,0,4,4,0.0,0,0.0,0.0,0.21052631578947367,0,1,1,0,0,0,0,0,0,0,0,0
110569,11,1,25,243.52,267.54,340,380000,400000,180000,300000,5159,21,55,77,47.4,200000,0.05263157894736842,-0.16224450622865216,7.0,1,1,1,0,0,0,1,0,0,3,0,0
128296,18,1,6,225.49,225.49,199,850000,900000,0,0,12461,65,0,65,0.0,0,0.058823529411764705,1.0235067276380627,3.611111111111111,1,0,1,0,0,1,0,0,0,7,0,0
109803,124,1,10,19.28,21.07,199,20500,25000,19000,19000,3515,6,1,11,92.7,1500,0.21951219512195122,-0.4292090403942067,0.08870967741935484,1,1,1,0,1,0,1,0,0,8,0,0
108948,29,1,10,28.69,45.71,249,43000,48000,0,0,4955,3,0,6,0.0,0,0.11627906976744186,-0.19537149221999833,0.20689655172413793,1,0,1,0,0,0,0,0,0,0,0,0
3305,271,4,23,87.2,165.32,296,255000,410000,90000,170000,9667,28,19,56,35.3,165000,0.6078431372549019,0.5697969293056057,0.2066420664206642,1,1,1,0,0,1,1,0,0,10,1,1
696,498,7,32,120.76,188.79,249,250000,300000,80000,120000,6844,4,12,22,32.0,170000,0.2,0.11137790257241803,0.04417670682730924,1,1,1,0,0,0,1,0,0,3,0,0
108822,400,10,9,153.53,202.19,199,300000,540000,230000,255000,6460,18,6,32,76.7,70000,0.8,0.0490212230592958,0.08,1,1,1,0,0,0,1,0,0,3,0,0
657,330,4,32,101.82,101.82,199,190000,210000,85000,85000,6169,2,1,4,44.7,105000,0.10526315789473684,0.0017665518657578657,0.012121212121212121,1,1,1,0,0,0,1,0,0,3,0,0
668,645,5,33,68.72,115.17,224,188500,320000,63000,90000,9068,25,4,50,33.4,125500,0.6976127320954907,0.47252700475258425,0.07751937984496124,1,1,1,0,0,0,1,0,0,3,0,0
671,1162,8,33,49.0,69.85,203,134500,200000,45000,55000,9074,22,4,30,33.5,89500,0.48698884758364314,0.4735013278699768,0.025817555938037865,1,1,1,0,0,0,1,0,0,3,0,0
109107,378,12,10,86.26,120.72,120,130000,180000,0,0,4982,20,0,20,0.0,0,0.38461538461538464,-0.19098703819173193,0.05291005291005291,1,0,1,0,0,0,0,0,0,0,0,0
109555,169,11,10,141.57,157.83,74,200000,250000,100000,100000,4670,7,5,12,50.0,100000,0.25,-0.24165184029614376,0.07100591715976332,1,1,1,0,0,0,1,0,0,3,0,0
106263,28,2,21,104.48,146.45,248,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
111526,47,1,10,27.74,54.24,799,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
742,911,9,38,95.27,163.56,0,449000,850000,70000,170000,15580,211,121,340,15.6,379000,0.8930957683741648,1.5299923614959487,0.3732162458836443,1,1,1,1,0,1,1,0,0,18,1,2
13521,17,1,23,71.3,71.3,298,80000,80000,0,0,3709,1,0,1,0.0,0,0.0,-0.3977059262651814,0.058823529411764705,1,0,1,0,0,0,0,0,0,0,0,0
109797,10,1,21,129.27,129.27,247,150000,160000,0,0,3836,37,0,37,0.0,0,0.06666666666666667,-0.3770827536137061,3.7,1,0,1,0,0,0,0,0,0,0,0,0
19462,38,2,21,98.0,211.12,267,205000,250000,75000,240000,6915,5,5,16,36.6,130000,0.21951219512195122,0.12290739279489636,0.42105263157894735,1,1,1,0,0,0,1,0,0,3,0,0
103116,14,1,18,104.58,104.58,243,0,0,0,0,0,0,0,1,0.0,0,0.0,0.0,0.07142857142857142,0,0,1,0,0,0,0,0,0,0,0,0
11616,81,2,21,111.21,132.97,222,179000,190000,85000,85000,5321,11,1,12,47.5,94000,0.061452513966480445,-0.1359377820590537,0.14814814814814814,1,1,1,0,0,0,1,0,0,3,0,0
107857,12,1,22,72.44,115.89,221,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
177877,1,1,1,142.91,142.91,574,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
104710,19,1,21,25.04,25.04,233,43000,43000,0,0,5677,3,0,3,0.0,0,0.0,-0.07812794376042999,0.15789473684210525,1,0,1,0,0,0,0,0,0,0,0,0
103934,19,1,18,102.44,102.99,222,120000,120000,0,0,3872,3,0,3,0.0,0,0.0,-0.3712368149093509,0.15789473684210525,1,0,1,0,0,0,0,0,0,0,0,0
114403,11,1,21,93.49,99.28,247,100000,100000,70000,70000,3536,2,2,5,70.0,30000,0.0,-0.4257989094833328,0.45454545454545453,1,1,1,0,0,0,1,0,0,3,0,0
24282,11,1,22,90.57,151.42,245,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
3042,70,3,49,87.15,99.65,220,154000,165000,50000,63000,5842,7,9,18,32.5,104000,0.07142857142857142,-0.05133405803213528,0.2571428571428571,1,1,1,0,0,0,1,0,0,3,0,0
118231,9,1,23,26.77,163.98,227,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
124927,15,1,22,44.3,86.09,299,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
107191,12,1,22,53.33,97.32,246,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
110828,15,1,20,73.74,80.52,249,94000,100000,0,0,4214,6,0,6,0.0,0,0.06382978723404255,-0.3157003972179764,0.4,1,0,1,0,0,0,0,0,0,0,0,0
3052,63,1,17,113.06,113.06,206,230000,300000,120000,145000,6725,10,11,23,52.2,110000,0.30434782608695654,0.09205382741079943,0.36507936507936506,1,1,1,0,0,0,1,0,0,3,0,0
13786,19,1,19,94.27,100.28,224,130000,167000,0,0,4559,3,0,3,0.0,0,0.2846153846153846,-0.25967681796790565,0.15789473684210525,1,0,1,0,0,0,0,0,0,0,0,0
174940,26,1,1,66.27,67.14,574,217000,225000,110000,140000,10825,5,33,38,50.7,107000,0.03686635944700461,0.7578412909623649,1.4615384615384615,1,1,1,0,0,1,1,0,0,10,1,1
128403,11,1,12,20.79,56.27,150,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
104566,16,1,28,30.48,57.42,240,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
145113,20,1,5,31.17,34.82,182,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
148535,19,1,12,21.61,56.68,182,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
119701,40,4,9,40.7,58.76,199,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
127904,10,1,20,63.58,124.59,228,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
25480,19,1,19,94.48,102.61,199,125000,130000,75000,80000,4374,12,17,29,60.0,50000,0.04,-0.18951035993207802,1.5263157894736843,1,1,1,0,0,0,1,0,0,3,0,0
129662,77,1,5,31.15,44.58,481,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
163697,48,2,2,73.32,92.33,248,210000,210000,90000,90000,9468,3,6,9,42.9,120000,0.0,0.7543932126573126,0.1875,1,1,1,0,0,1,1,0,0,10,1,1
26034,18,1,22,75.28,89.18,269,129000,130000,0,0,5665,3,0,3,0.0,0,0.007751937984496124,0.04970823296405532,0.16666666666666666,1,0,1,0,0,0,0,0,0,0,0,0
125532,154,1,6,22.65,33.97,628,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
485,166,2,36,92.08,103.18,229,210000,210000,35000,35000,7539,1,1,2,16.7,175000,0.0,0.39695505177687784,0.012048192771084338,1,1,1,1,0,0,1,0,0,11,1,1
13237,176,1,19,47.19,98.16,629,40500,122000,0,0,2837,8,0,19,0.0,0,2.0123456790123457,-0.47431204643971314,0.10795454545454546,1,0,1,0,0,0,0,0,1,5,0,0
3007,84,2,24,249.8,249.8,463,350000,500000,0,0,4632,16,0,16,0.0,0,0.42857142857142855,-0.14170370077855177,0.19047619047619047,1,0,1,0,0,0,0,0,0,0,0,0
26744,26,1,17,109.25,109.25,200,200000,200000,0,0,6052,1,0,1,0.0,0,0.0,0.12141822169434471,0.038461538461538464,1,0,1,0,0,0,0,0,0,0,0,0
13411,19,1,19,117.3,204.64,335,170000,250000,85000,95000,4791,4,11,15,50.0,85000,0.47058823529411764,-0.11224145734672744,0.7894736842105263,1,1,1,0,0,0,1,0,0,3,0,0
103712,149,1,12,32.02,57.7,557,24900,49000,0,0,2571,16,0,17,0.0,0,0.9678714859437751,-0.5236010826212557,0.11409395973154363,1,0,1,0,0,1,0,0,0,7,0,0
133203,19,1,22,118.04,118.04,254,130000,140000,0,0,3641,3,0,4,0.0,0,0.07692307692307693,-0.3253331551240732,0.21052631578947367,1,0,1,0,0,0,0,0,0,0,0,0
23140,60,2,19,105.25,149.13,262,195000,200000,85000,126000,6125,25,33,60,43.6,110000,0.02564102564102564,0.13494491207499362,1.0,1,1,1,0,0,0,1,0,0,3,0,0
